content_id,title,중분류,소분류,latitude,longitude
yongsan_265,일신홀,공연시설,공연장,37.537167,127.005517
yongsan_266,용산아트홀,공연시설,공연장,37.532479,126.990482
yongsan_267,파운드리 서울,전시시설,미술관/화랑,37.535466,126.998534
yongsan_268,데이블러,카페/ 찻집,카페,37.544203,126.972573
yongsan_269,사운즈한남,기타쇼핑시설,기타쇼핑시설,37.533750,127.002148
yongsan_270,후암동108계단,도시.지역문화관광,마을관광지,37.546400,126.982000
yongsan_271,용산역사박물관,전시시설,박물관,37.525668,126.965769
yongsan_272,나인트리 프리미어 로카우스 호텔 서울 용산,호텔,호텔,37.527640,126.964349
yongsan_273,호텔더디자이너스 서울역점,호텔,호텔,37.545552,126.971577
yongsan_274,김세중미술관,전시시설,미술관/화랑,37.542071,126.963898
yongsan_275,팝콘D스퀘어,전시시설,전시관,37.528861,126.963177
yongsan_276,그래픽,기타쇼핑시설,기타쇼핑시설,37.540895,126.993580
yongsan_277,보라보라,호스텔,게스트하우스,37.533386,126.993921
yongsan_278,파리게이츠 롯데아울렛 서울역점,면세점,사후면세점,37.554728,126.969526
yongsan_279,골프존마켓 롯데아울렛 서울역점,면세점,사후면세점,37.554728,126.969526
yongsan_280,라이프워크 롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971733
yongsan_281,CU 중앙박물관점,면세점,사후면세점,37.524702,126.977740
yongsan_282,럭셔리에비뉴 롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971733
yongsan_283,게스 롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971733
yongsan_284,젝시믹스 롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971733
yongsan_285,테일러메이드 롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971733
yongsan_286,광주요 한남점,면세점,사후면세점,37.534884,127.008426
yongsan_287,스케쳐스 롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971733
yongsan_288,시코르 아이파크몰 용산점,면세점,사후면세점,37.529772,126.964742
yongsan_289,보나파이드 주얼리,면세점,사후면세점,37.536493,127.001317
yongsan_290,휠라 롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971733
yongsan_291,올리브영 플러스점,면세점,사후면세점,37.551632,126.972912
yongsan_292,볼빅 롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971733
yongsan_293,올리브영 아이파크몰 용산점,면세점,사후면세점,37.529772,126.964742
yongsan_294,페라라코리아,면세점,사후면세점,37.534653,126.992685
yongsan_295,올리브영 서울역점,면세점,사후면세점,37.554728,126.969526
yongsan_296,컨버스 롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971733
yongsan_297,캉골 롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971733
yongsan_298,ABC마트 ST 롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971733
yongsan_299,시스템 롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971733
yongsan_300,앤드지 롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971733
yongsan_301,넘버링 플래그십스토어 한남점,면세점,사후면세점,37.534826,127.000667
yongsan_302,이봉창 역사울림관,전시시설,전시관,37.540103,126.960877
yongsan_303,북파크라운지,기타문화관광지,기타문화시설,37.540869,127.002485
yongsan_304,용산 국가유산 야행,축제,전통역사축제,37.544562,126.961893
yongsan_305,고라니커피클럽,카페/ 찻집,카페,37.541669,126.973200
yongsan_306,용산청년축제,축제,기타축제,37.520663,126.988360
yongsan_307,노보텔 앰배서더 서울 용산,호텔,호텔,37.532005,126.963035
yongsan_308,노보텔 스위트 앰배서더 서울 용산,호텔,호텔,37.532005,126.963035
yongsan_309,이비스 스타일 앰배서더 서울 용산,호텔,호텔,37.532005,126.963035
yongsan_310,그랜드 머큐어 앰버서더 서울 용산,호텔,호텔,37.532005,126.963035
yongsan_311,용산어린이정원,도시공원,근린공원,37.527700,126.970900
yongsan_312,화이트스톤갤러리,전시시설,미술관/화랑,37.554186,126.978216
yongsan_313,콤포트,카페/ 찻집,카페,37.549400,126.983500
yongsan_314,현대카드 뮤직 라이브러리,교육시설,도서관,37.536689,127.000717
yongsan_315,식물학 아이파크몰점,카페/ 찻집,카페,37.529825,126.964757
yongsan_316,남산도서관 구내식당,한식,관광식당,37.552453,126.981366
yongsan_317,고카페 용산아이파크몰점,카페/ 찻집,카페,37.529825,126.964757
yongsan_318,장독대김치찜김치찌개_용산점,한식,관광식당,37.529825,126.964757
yongsan_320,더휴식 누베르 서울 이태원점,모텔,모텔,37.534264,126.996334
yongsan_321,페즈 (FEZH),기타문화관광지,기타문화시설,37.535574,127.001658
yongsan_322,아티스푼(ARTEASPOON),공예체험,기타공예체험,37.546413,126.982110
yongsan_323,던하우스,펜션/민박,홈스테이,37.552331,126.967945
yongsan_324,단밤하우스,호스텔,게스트하우스,37.552331,126.967945
yongsan_325,스윗미1949,호스텔,게스트하우스,37.551792,126.967811
yongsan_326,엘하우스,호스텔,게스트하우스,37.552014,126.967509
yongsan_327,모드하우스,호스텔,게스트하우스,37.540452,126.993898
yongsan_328,용마루 숲길 축제,축제,문화예술축제,37.538821,126.960573
yongsan_329,바이두부,한식,관광식당,37.546085,126.985208
yongsan_330,Atelier de Cemoment,면세점,사후면세점,37.533896,127.001194
yongsan_331,용산대학약국,면세점,사후면세점,37.533261,127.004609
yongsan_332,슈퍼드라이 한남점,면세점,사후면세점,37.535860,127.001229
yongsan_333,코지모지 서울,면세점,사후면세점,37.534826,127.000667
yongsan_334,오호 안경원,면세점,사후면세점,37.531596,127.007000
yongsan_335,와인앤모어 한남점,면세점,사후면세점,37.534162,127.009847
yongsan_336,바운스코리아,면세점,사후면세점,37.534161,126.991069
yongsan_337,썬스타양복점,면세점,사후면세점,37.534197,126.992118
yongsan_338,노스페이스 한남점,면세점,사후면세점,37.535644,126.998866
yongsan_339,썬번프로젝트,면세점,사후면세점,37.535412,126.999175
yongsan_340,아누드서울,면세점,사후면세점,37.535446,126.999225
yongsan_341,히말라야아이즈,면세점,사후면세점,37.533547,126.990787
yongsan_342,아노에틱 한남점,면세점,사후면세점,37.535666,126.999922
yongsan_343,TAV 타브,면세점,사후면세점,37.536383,127.001156
yongsan_344,아뜰리에 드 루멘,면세점,사후면세점,37.536413,126.998694
yongsan_345,글로니 플래그쉽 스토어 한남,면세점,사후면세점,37.536087,126.998980
yongsan_346,아수라 HANNAM FLAGSHIP STORE,면세점,사후면세점,37.536277,126.999179
yongsan_347,세르지오타키니 한남플래그십스토어,면세점,사후면세점,37.537219,127.000140
yongsan_348,뭍 한남점,면세점,사후면세점,37.537050,127.001529
yongsan_349,비앤디 한남점,면세점,사후면세점,37.537664,127.001921
yongsan_350,포쉬빈티지,면세점,사후면세점,37.537268,127.001845
yongsan_351,언더스탠딩,면세점,사후면세점,37.536563,127.001459
yongsan_352,휴스타드,면세점,사후면세점,37.535807,127.000634
yongsan_353,아크바인,면세점,사후면세점,37.535685,127.000974
yongsan_354,젤라또 피케 그랑 메종 한남,면세점,사후면세점,37.535711,127.001234
yongsan_355,퍼퓨머리 블뤼떼,면세점,사후면세점,37.535195,127.000818
yongsan_356,스포트캐주얼 이태원점,면세점,사후면세점,37.535206,127.000644
yongsan_357,폴리테루 스토어,면세점,사후면세점,37.537933,127.002005
yongsan_358,뮤제드 한남 쇼룸,면세점,사후면세점,37.537864,127.000620
yongsan_359,스컬프스토어 아울렛H559,면세점,사후면세점,37.537864,127.000620
yongsan_360,에크루 한남점,면세점,사후면세점,37.536858,126.998060
yongsan_361,복순도가 서울역점,면세점,사후면세점,37.549118,126.970484
yongsan_362,한양하이하이,면세점,사후면세점,37.532789,126.959559
yongsan_363,국제에이브이 본사,면세점,사후면세점,37.532789,126.959559
yongsan_364,아프리카안경 롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971733
yongsan_365,아디다스골프 롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971733
